,Author,Text
924,RealZachKraus,"Chadwick is getting impatient, ""alright I'm SURE we're all wet for the dwarf but it can wait. Can we talk about the pressing threat please?"""
925,Nightwing32193,Gideon is out of earshot. Now doing 100 pushups next to his gear. Enjoying being out from under the mountain.
926,Graehamkracker,"""You two just don't rest, do you?"""
927,Nightwing32193,Gideon is now shadow boxing.
928,Dragodar,"Uamm addresses the group. ""Come. Rest and eat, for you must be weary. We will discuss these worrisome matters with food in our bellies.""He beckons for them to follow him and heads toward one of the larger tents. As he passes by the other elves, he introduces them. Pointing to the couple and their children, he says ""This is Ulan and his wife Aeim. Their children, Efa, Ruah, and Arlian. Uran worked as a courier in Farindahl; their family lived near the center of the city."" Uran and Aeim are both yellow haired and rosy skinned, and their children bear the resemblance. Uamm gestures to the younger elves as he says their names. Efa is a young girl who appears to be about 12-14. Ruah is the next child, a boy who looks to be 8 or 9. And Arlian is the youngest; he looks to be only 5 or 6 years old but already his elvish features give a sharp and angular quality to his boyish face.The only other elves in the camp are four older looking teenagers -- two boys and two girls -- who seem to be sticking closely to one another's company. Uamm introduces them as well. ""These gentlemen are Alwin and Daien, and these ladies are Ennas and Muira. They were outside the city when it was sacked. They were separated from their families in the evacuation.""As they enter the tent, Uamm turns to Aeim. ""Aeim, would be willing to do us the kindness of preparing some food for our guests?""""Of course, it shall be but a moment,"" she responds with a smile. She turns and rushes away toward another tent. As she fetches the food, Uamm leads the group into the cool shade of the large tent, leaving Gideon outside to his exercise. The ceiling of the structure is comfortably high, over eight feet off the ground, and the inside is roomy and comfortable. It's over ten feet across and almost twenty feet from the door to the back. The floor is made of tightly woven strands of long prairie grass, and is soft underfoot. Scattered around the room are silky cushions and thin fabrics. At the center is a table, only a foot or two off the ground. Light trickles in from several small openings in the roof, which are just large enough to let light in and promote airflow but not large enough to let the intense sunlight heat the room."
929,Nightwing32193,"Finishing his warm up, Gideon unsheathes his massive great sword and rests it carefully, but skillfully on his shoulder. He walks a few more paces away from the camp and makes sure the area around him was free of anyone, and begins to move his sword in vast, sweeping arcs. The strokes are not of combat, more fluid and restrained. Gideon breathes deeply as he continues his exercises. Keeping the blade always in motion as he did his best to stay calm and reserved. After about ten minutes, he places the greatsword back in its sheath and draws his short sword and dagger. He repeats the same exercise, this time dual-dual-weilding. After ten minutes of that he lays all his weapons out in front of him on the grass. Sitting cross legged he inspects them closely and attempts any needed maintenance on them."
930,Graehamkracker,"Bendron picks a coushion and sits. ""How long have these orcs been here?"""
931,Dragodar,"Uamm takes a seat next to Bendron, crossing his legs and leaning back comfortably on one of the cushions. ""It's been about three months since Farindahl fell. Most of the evacuees made it to nearby cities within a fortnight, but there were many stragglers. Ulan and Aeim, and their children, were on their way back from Suldetta when Farindahl was sacked; I intercepted them before they got too close to the city, but we had to abandon their wagon to escape an approaching scout party. We headed north and found the youths a week or so later. They weren't in the city during the battle because they had been out in the foothills, camping. We found them while they were on their way back to Farindahl."" Uamm reaches behind his cushion and withdraws a stack of small wooden cups and a twine-wrapped bottle as Demryon and Seamus take their seats around the table.""We haven't been able to make much progress because of a number of factors. The small children are unable to travel very far, and we've had several sicknesses and injuries. At this point, we're taking it slow and easy. We're still a little close to Farindahl for my liking but we've managed to avoid any orc parties. My personal priority right now is finding any other stragglers and helping them get to refuge."" Unstacking the cups, Uamm sets them on the table and uncorks the bottle. As he pours, a dark red liquid spills into the cups.He passes the cups out, pushing them across the table toward the party. ""This is Greybriar wine. Be careful, it is stronger than most."" Uamm raises his glass and brings it to his lips."
932,BeefyChickens,"Demryon smiles and gives Chad a nod. ""This is the stuff I was telling you about."" He raises his glass with a smile and downs his drink."
933,Graehamkracker,"Benson takes a cup and thanks his hosts before another question: ""What of the armies? I'd imagine that the orcs are preparing another offensive out of Farindahl before too long?"""
934,RealZachKraus,"Chadwick takes the cup gratefully. ""What are your numbers looking like, battle-wise? I've had some experience with these bastards."""
935,Dragodar,"The wine is dry, and very strong. It has an exotic and spicy taste to it, and its aroma lingers in the nostrils after the swallow. The sweetness offsets the burn, but an alcoholic warmth tingles in their bellies that reminds them more of spirit than wine.A serious looks comes over Uamm's face, and he pours himself another glass. ""You'd imagine correctly, master dwarf. Already the scouting parties have been spotted near Suldetta and Armodahl, and Aezelon's coalition has yet to send reinforcements. Some kind of political nonsense is going on up north and we're losing precious time.""The elf pushes the bottle to the middle of the table, opening the offer to everyone seated. He turns to Chadwick. ""As of right now, we have no numbers. Once I get this group to Tuefa, I will travel to Armodahl and try to get their military mobilized. Suldetta and Armodahl are already beginning their evacuations, but are hesitant to send their armies to Farindahl for fear of being overrun. Altogether, Suldetta has a standing army of less than a thousand, and Armodahl has barely fifteen hundred. There are almost five thousand orc warriors in Farindahl alone.""Uamm pauses and sips his wine. ""As you can see, things looks bleak. Our only silver lining is that we sent word to the Moedri requesting that they dispatch a force of three thousand elves about a fortnight ago. If they acquiesce, that army should arrive at Farindahl before month's end. But if Suldetta and Armodahl don't mobilize soon, the Moedri will not be able to recapture Farindahl on their own."""
